source,target
United States,Mexico
France,Mexico
Turkey,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
France,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
France,Mexico
United States,Mexico
United States,Mexico
France,Mexico
United Kingdom,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
Turkey,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Greece,Mexico
Brazil,Mexico
Spain,Mexico
Netherlands,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
France,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United Kingdom,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Germany,Mexico
United States,Mexico
Singapore,Mexico
Peru,Mexico
Italy,Mexico
United States,Mexico
Switzerland,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
United States,Mexico
United Kingdom,Mexico
United States,Mexico
United States,Mexico
United Kingdom,Mexico
France,Mexico
United States,Mexico
United Kingdom,Mexico
Spain,Mexico
United States,Mexico
France,Mexico
Italy,Mexico
United States,Mexico
France,Mexico
China,Mexico
Germany,Mexico
France,Mexico
Netherlands,Mexico
Turkey,Mexico
United States,Mexico
France,Mexico
France,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
France,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United Kingdom,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Peru,Mexico
United States,Mexico
Turkey,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Peru,Mexico
United States,Mexico
United States,Mexico
France,Mexico
United Kingdom,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
United States,Mexico
Canada,Mexico
France,Mexico
Argentina,Mexico
France,Mexico
Spain,Mexico
Netherlands,Mexico
United Arab Emirates,Mexico
Turkey,Mexico
United Kingdom,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Turkey,Mexico
United States,Mexico
Netherlands,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Peru,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Peru,Mexico
United States,Mexico
France,Mexico
Netherlands,Mexico
Peru,Mexico
United States,Mexico
Brazil,Mexico
United States,Mexico
Germany,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Germany,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Turkey,Mexico
United States,Mexico
United Kingdom,Mexico
United States,Mexico
Turkey,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
France,Mexico
Germany,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Italy,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Italy,Mexico
United States,Mexico
United States,Mexico
Italy,Mexico
Italy,Mexico
France,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
France,Mexico
Spain,Mexico
Italy,Mexico
United States,Mexico
Italy,Mexico
India,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Turkey,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
France,Mexico
Spain,Mexico
United Kingdom,Mexico
United Kingdom,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Colombia,Mexico
France,Mexico
United Kingdom,Mexico
United States,Mexico
Turkey,Mexico
United States,Mexico
Ecuador,Mexico
United States,Mexico
United States,Mexico
South Africa,Mexico
Spain,Mexico
Peru,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Turkey,Mexico
United States,Mexico
Turkey,Mexico
Spain,Mexico
United States,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Cuba,Mexico
United States,Mexico
Brazil,Mexico
Turkey,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Turkey,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Argentina,Mexico
Spain,Mexico
Spain,Mexico
Italy,Mexico
United States,Mexico
Peru,Mexico
United States,Mexico
Switzerland,Mexico
United States,Mexico
Germany,Mexico
United States,Mexico
United States,Mexico
France,Mexico
Netherlands,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Italy,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United Kingdom,Mexico
Argentina,Mexico
France,Mexico
United States,Mexico
Germany,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Czechia,Mexico
United States,Mexico
Czechia,Mexico
United Kingdom,Mexico
United States,Mexico
United States,Mexico
Indonesia,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Netherlands,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Germany,Mexico
United States,Mexico
United States,Mexico
France,Mexico
France,Mexico
Turkey,Mexico
Brazil,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Turkey,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Turkey,Mexico
Turkey,Mexico
Spain,Mexico
Spain,Mexico
United Kingdom,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Turkey,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
France,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Singapore,Mexico
Germany,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Italy,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Germany,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Brazil,Brazil
Brazil,Brazil
Portugal,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
United Kingdom,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Turkey,Argentina
Egypt,Argentina
Germany,Argentina
Italy,Argentina
Brazil,Brazil
Brazil,Brazil
Netherlands,Brazil
France,Brazil
Belgium,Brazil
Brazil,Brazil
Brazil,Brazil
United Kingdom,Argentina
India,Brazil
Turkey,Brazil
Brazil,Brazil
Ireland,Brazil
Singapore,Chile
Spain,Chile
Italy,Chile
Italy,Chile
Italy,Chile
Italy,Chile
France,Chile
United Kingdom,Chile
Italy,Chile
Spain,Chile
Italy,Chile
Spain,Chile
Singapore,Chile
Italy,Colombia
Italy,Cuba
Italy,Cuba
Italy,Cuba
Italy,Cuba
Italy,Cuba
Italy,Cuba
Spain,Cuba
United States,Cuba
United States,Cuba
France,Cuba
Italy,Cuba
Italy,Cuba
Canada,Cuba
Spain,Cuba
Guyana,Cuba
France,Cuba
Spain,Cuba
Spain,Cuba
Spain,Cuba
Spain,Cuba
United States,Cuba
Mexico,Cuba
Mexico,Cuba
Mexico,Cuba
France,Cuba
Spain,Cuba
France,Cuba
Spain,Cuba
Spain,Cuba
Uruguay,Cuba
Spain,Cuba
Dominican Republic,Cuba
United States,Cuba
United States,Cuba
Dominican Republic,Cuba
United States,Cuba
Mexico,Cuba
United States,Cuba
Mexico,Cuba
Ecuador,Cuba
Ecuador,Cuba
France,Cuba
Germany,Cuba
France,Cuba
Spain,Cuba
France,Cuba
United States,Cuba
Guyana,Cuba
France,Cuba
United States,Cuba
United States,Cuba
France,Cuba
Guyana,Cuba
Mexico,Cuba
Panama,Cuba
Spain,Cuba
United States,Cuba
Venezuela,Cuba
United States,Cuba
United States,Cuba
Guyana,Cuba
Panama,Cuba
Peru,Cuba
United States,Cuba
Mexico,Cuba
Mexico,Cuba
Nicaragua,Cuba
Spain,Cuba
Spain,Cuba
United States,Cuba
United States,Cuba
Mexico,Cuba
United States,Cuba
Panama,Cuba
Haiti,Cuba
United States,Cuba
United States,Cuba
Panama,Cuba
Canada,Cuba
Spain,Cuba
United States,Cuba
United States,Cuba
Dominican Republic,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
Mexico,Cuba
Venezuela,Cuba
United States,Cuba
Mexico,Cuba
United States,Cuba
Mexico,Cuba
Spain,Cuba
Panama,Cuba
Mexico,Cuba
France,Cuba
Mexico,Cuba
Spain,Cuba
United States,Cuba
United States,Cuba
Spain,Cuba
Canada,Cuba
France,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
Spain,Cuba
United States,Cuba
Mexico,Cuba
Spain,Cuba
Spain,Cuba
Mexico,Cuba
Chile,Cuba
United States,Cuba
Spain,Cuba
Spain,Cuba
United Arab Emirates,Cuba
Spain,Cuba
Haiti,Cuba
United States,Cuba
United States,Cuba
Spain,Cuba
Nicaragua,Cuba
Italy,Cuba
United States,Cuba
Spain,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
Cuba,Cuba
Panama,Cuba
Nicaragua,Cuba
Spain,Cuba
United States,Cuba
France,Cuba
United States,Cuba
United States,Cuba
United States,Cuba
Bolivia,Cuba
Venezuela,Cuba
Ecuador,Cuba
Ecuador,Cuba
Mexico,Cuba
Mexico,Cuba
China,United States
United States,United States
Egypt,United States
Egypt,United States
United States,United States
United States,United States
United States,United States
Iran,United States
Egypt,Canada
United States,Canada
Austria,Canada
United States,Canada
United States,Canada
China,United States
United States,United States
France,Canada
Egypt,Canada
Egypt,Canada
Egypt,Canada
Japan,United States
Egypt,United States
Japan,United States
Italy,United States
United States,United States
France,United States
United Kingdom,United States
Japan,United States
Japan,United States
United States,Canada
United States,Canada
United States,Canada
Italy,Canada
United States,Canada
Costa Rica,Canada
United States,Canada
China,United States
United States,Canada
United States,Canada
United States,Canada
Spain,Canada
United States,Canada
Italy,Canada
United Kingdom,Canada
Egypt,Canada
Egypt,Canada
Italy,United States
Egypt,United States
Italy,United States
India,Canada
Italy,United States
United States,United States
United States,United States
Italy,United States
Italy,United States
Italy,United States
Italy,United States
Italy,United States
United States,United States
United States,United States
United States,United States
United States,United States
Egypt,United States
Egypt,United States
Austria,United States
United States,United States
United States,United States
United States,United States
Jamaica,United States
United States,United States
United States,United States
France,United States
Portugal,United States
Switzerland,United States
Spain,United States
Spain,United States
Bulgaria,United States
Germany,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
Spain,United States
Belize,United States
Honduras,United States
Mexico,United States
Belize,United States
Honduras,United States
Mexico,United States
Israel,United States
The Bahamas,United States
Ecuador,United States
United States,United States
United States,United States
United States,United States
Spain,United States
United Kingdom,United States
France,United States
United Kingdom,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United Kingdom,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
Spain,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
Haiti,United States
Spain,United States
Spain,United States
Spain,United States
Ireland,United States
Dominican Republic,United States
Colombia,United States
United States,United States
Spain,United States
Egypt,United States
France,United States
Italy,United States
Spain,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
Spain,United States
Brazil,United States
United States,United States
United States,United States
Spain,United States
United States,United States
Mexico,United States
France,United States
France,United States
United Kingdom,United States
United States,United States
United States,United States
Chile,United States
Germany,United States
Brazil,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,Canada
United States,United States
United Kingdom,United States
United States,United States
United States,United States
United States,United States
Peru,United States
United States,United States
Spain,United States
United States,United States
United States,United States
United States,United States
United States,United States
Spain,United States
Cuba,United States
United States,United States
Spain,United States
United States,United States
Serbia,United States
United States,United States
United States,United States
Romania,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United Kingdom,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United States,United States
United Kingdom,United States
United States,United States
United States,United States
